source,target,output_fn,reference_fn,label
p225,p230,p225-p230/p225_051.wav,p230/p230_051.wav,0
p225,p230,p225-p230/p225_052.wav,p230/p230_052.wav,0
p225,p230,p225-p230/p225_053.wav,p230/p230_053.wav,0
p225,p230,p225-p230/p225_054.wav,p230/p230_054.wav,0
p225,p230,p225-p230/p225_056.wav,p230/p230_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_363.wav,1
p225,p225,p225/p225_052.wav,p225/p225_136.wav,1
p225,p225,p225/p225_053.wav,p225/p225_223.wav,1
p225,p225,p225/p225_054.wav,p225/p225_347.wav,1
p225,p225,p225/p225_056.wav,p225/p225_081.wav,1
p225,p231,p225-p231/p225_051.wav,p231/p231_051.wav,0
p225,p231,p225-p231/p225_052.wav,p231/p231_052.wav,0
p225,p231,p225-p231/p225_053.wav,p231/p231_053.wav,0
p225,p231,p225-p231/p225_054.wav,p231/p231_054.wav,0
p225,p231,p225-p231/p225_056.wav,p231/p231_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_133.wav,1
p225,p225,p225/p225_052.wav,p225/p225_176.wav,1
p225,p225,p225/p225_053.wav,p225/p225_123.wav,1
p225,p225,p225/p225_054.wav,p225/p225_241.wav,1
p225,p225,p225/p225_056.wav,p225/p225_276.wav,1
p225,p232,p225-p232/p225_051.wav,p232/p232_051.wav,0
p225,p232,p225-p232/p225_052.wav,p232/p232_052.wav,0
p225,p232,p225-p232/p225_053.wav,p232/p232_053.wav,0
p225,p232,p225-p232/p225_054.wav,p232/p232_054.wav,0
p225,p232,p225-p232/p225_056.wav,p232/p232_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_212.wav,1
p225,p225,p225/p225_052.wav,p225/p225_317.wav,1
p225,p225,p225/p225_053.wav,p225/p225_179.wav,1
p225,p225,p225/p225_054.wav,p225/p225_218.wav,1
p225,p225,p225/p225_056.wav,p225/p225_157.wav,1
p225,p233,p225-p233/p225_051.wav,p233/p233_051.wav,0
p225,p233,p225-p233/p225_052.wav,p233/p233_052.wav,0
p225,p233,p225-p233/p225_053.wav,p233/p233_053.wav,0
p225,p233,p225-p233/p225_054.wav,p233/p233_054.wav,0
p225,p233,p225-p233/p225_056.wav,p233/p233_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_067.wav,1
p225,p225,p225/p225_052.wav,p225/p225_173.wav,1
p225,p225,p225/p225_053.wav,p225/p225_293.wav,1
p225,p225,p225/p225_054.wav,p225/p225_365.wav,1
p225,p225,p225/p225_056.wav,p225/p225_136.wav,1
p225,p239,p225-p239/p225_051.wav,p239/p239_051.wav,0
p225,p239,p225-p239/p225_052.wav,p239/p239_052.wav,0
p225,p239,p225-p239/p225_053.wav,p239/p239_053.wav,0
p225,p239,p225-p239/p225_054.wav,p239/p239_054.wav,0
p225,p239,p225-p239/p225_056.wav,p239/p239_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_222.wav,1
p225,p225,p225/p225_052.wav,p225/p225_277.wav,1
p225,p225,p225/p225_053.wav,p225/p225_297.wav,1
p225,p225,p225/p225_054.wav,p225/p225_348.wav,1
p225,p225,p225/p225_056.wav,p225/p225_220.wav,1
p225,p240,p225-p240/p225_051.wav,p240/p240_051.wav,0
p225,p240,p225-p240/p225_052.wav,p240/p240_052.wav,0
p225,p240,p225-p240/p225_053.wav,p240/p240_053.wav,0
p225,p240,p225-p240/p225_054.wav,p240/p240_054.wav,0
p225,p240,p225-p240/p225_056.wav,p240/p240_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_335.wav,1
p225,p225,p225/p225_052.wav,p225/p225_221.wav,1
p225,p225,p225/p225_053.wav,p225/p225_273.wav,1
p225,p225,p225/p225_054.wav,p225/p225_104.wav,1
p225,p225,p225/p225_056.wav,p225/p225_114.wav,1
p225,p243,p225-p243/p225_051.wav,p243/p243_051.wav,0
p225,p243,p225-p243/p225_052.wav,p243/p243_052.wav,0
p225,p243,p225-p243/p225_053.wav,p243/p243_053.wav,0
p225,p243,p225-p243/p225_054.wav,p243/p243_054.wav,0
p225,p243,p225-p243/p225_056.wav,p243/p243_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_264.wav,1
p225,p225,p225/p225_052.wav,p225/p225_176.wav,1
p225,p225,p225/p225_053.wav,p225/p225_131.wav,1
p225,p225,p225/p225_054.wav,p225/p225_191.wav,1
p225,p225,p225/p225_056.wav,p225/p225_136.wav,1
p225,p244,p225-p244/p225_051.wav,p244/p244_051.wav,0
p225,p244,p225-p244/p225_052.wav,p244/p244_052.wav,0
p225,p244,p225-p244/p225_053.wav,p244/p244_053.wav,0
p225,p244,p225-p244/p225_054.wav,p244/p244_054.wav,0
p225,p244,p225-p244/p225_056.wav,p244/p244_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_144.wav,1
p225,p225,p225/p225_052.wav,p225/p225_199.wav,1
p225,p225,p225/p225_053.wav,p225/p225_072.wav,1
p225,p225,p225/p225_054.wav,p225/p225_286.wav,1
p225,p225,p225/p225_056.wav,p225/p225_276.wav,1
p225,p250,p225-p250/p225_051.wav,p250/p250_051.wav,0
p225,p250,p225-p250/p225_052.wav,p250/p250_052.wav,0
p225,p250,p225-p250/p225_053.wav,p250/p250_053.wav,0
p225,p250,p225-p250/p225_054.wav,p250/p250_054.wav,0
p225,p250,p225-p250/p225_056.wav,p250/p250_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_281.wav,1
p225,p225,p225/p225_052.wav,p225/p225_124.wav,1
p225,p225,p225/p225_053.wav,p225/p225_111.wav,1
p225,p225,p225/p225_054.wav,p225/p225_326.wav,1
p225,p225,p225/p225_056.wav,p225/p225_072.wav,1
p225,p254,p225-p254/p225_051.wav,p254/p254_051.wav,0
p225,p254,p225-p254/p225_052.wav,p254/p254_052.wav,0
p225,p254,p225-p254/p225_053.wav,p254/p254_053.wav,0
p225,p254,p225-p254/p225_054.wav,p254/p254_054.wav,0
p225,p254,p225-p254/p225_056.wav,p254/p254_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_218.wav,1
p225,p225,p225/p225_052.wav,p225/p225_310.wav,1
p225,p225,p225/p225_053.wav,p225/p225_302.wav,1
p225,p225,p225/p225_054.wav,p225/p225_235.wav,1
p225,p225,p225/p225_056.wav,p225/p225_027.wav,1
p225,p256,p225-p256/p225_051.wav,p256/p256_051.wav,0
p225,p256,p225-p256/p225_052.wav,p256/p256_052.wav,0
p225,p256,p225-p256/p225_053.wav,p256/p256_053.wav,0
p225,p256,p225-p256/p225_054.wav,p256/p256_054.wav,0
p225,p256,p225-p256/p225_056.wav,p256/p256_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_211.wav,1
p225,p225,p225/p225_052.wav,p225/p225_044.wav,1
p225,p225,p225/p225_053.wav,p225/p225_121.wav,1
p225,p225,p225/p225_054.wav,p225/p225_082.wav,1
p225,p225,p225/p225_056.wav,p225/p225_325.wav,1
p225,p257,p225-p257/p225_051.wav,p257/p257_051.wav,0
p225,p257,p225-p257/p225_052.wav,p257/p257_052.wav,0
p225,p257,p225-p257/p225_053.wav,p257/p257_053.wav,0
p225,p257,p225-p257/p225_054.wav,p257/p257_054.wav,0
p225,p257,p225-p257/p225_056.wav,p257/p257_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_305.wav,1
p225,p225,p225/p225_052.wav,p225/p225_131.wav,1
p225,p225,p225/p225_053.wav,p225/p225_089.wav,1
p225,p225,p225/p225_054.wav,p225/p225_336.wav,1
p225,p225,p225/p225_056.wav,p225/p225_337.wav,1
p225,p258,p225-p258/p225_051.wav,p258/p258_051.wav,0
p225,p258,p225-p258/p225_052.wav,p258/p258_052.wav,0
p225,p258,p225-p258/p225_053.wav,p258/p258_053.wav,0
p225,p258,p225-p258/p225_054.wav,p258/p258_054.wav,0
p225,p258,p225-p258/p225_056.wav,p258/p258_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_351.wav,1
p225,p225,p225/p225_052.wav,p225/p225_366.wav,1
p225,p225,p225/p225_053.wav,p225/p225_174.wav,1
p225,p225,p225/p225_054.wav,p225/p225_114.wav,1
p225,p225,p225/p225_056.wav,p225/p225_302.wav,1
p225,p259,p225-p259/p225_051.wav,p259/p259_051.wav,0
p225,p259,p225-p259/p225_052.wav,p259/p259_052.wav,0
p225,p259,p225-p259/p225_053.wav,p259/p259_053.wav,0
p225,p259,p225-p259/p225_054.wav,p259/p259_054.wav,0
p225,p259,p225-p259/p225_056.wav,p259/p259_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_264.wav,1
p225,p225,p225/p225_052.wav,p225/p225_331.wav,1
p225,p225,p225/p225_053.wav,p225/p225_314.wav,1
p225,p225,p225/p225_054.wav,p225/p225_081.wav,1
p225,p225,p225/p225_056.wav,p225/p225_295.wav,1
p225,p267,p225-p267/p225_051.wav,p267/p267_051.wav,0
p225,p267,p225-p267/p225_052.wav,p267/p267_052.wav,0
p225,p267,p225-p267/p225_053.wav,p267/p267_053.wav,0
p225,p267,p225-p267/p225_054.wav,p267/p267_054.wav,0
p225,p267,p225-p267/p225_056.wav,p267/p267_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_334.wav,1
p225,p225,p225/p225_052.wav,p225/p225_244.wav,1
p225,p225,p225/p225_053.wav,p225/p225_117.wav,1
p225,p225,p225/p225_054.wav,p225/p225_299.wav,1
p225,p225,p225/p225_056.wav,p225/p225_287.wav,1
p225,p269,p225-p269/p225_051.wav,p269/p269_051.wav,0
p225,p269,p225-p269/p225_052.wav,p269/p269_052.wav,0
p225,p269,p225-p269/p225_053.wav,p269/p269_053.wav,0
p225,p269,p225-p269/p225_054.wav,p269/p269_054.wav,0
p225,p269,p225-p269/p225_056.wav,p269/p269_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_291.wav,1
p225,p225,p225/p225_052.wav,p225/p225_039.wav,1
p225,p225,p225/p225_053.wav,p225/p225_176.wav,1
p225,p225,p225/p225_054.wav,p225/p225_289.wav,1
p225,p225,p225/p225_056.wav,p225/p225_282.wav,1
p225,p270,p225-p270/p225_051.wav,p270/p270_051.wav,0
p225,p270,p225-p270/p225_052.wav,p270/p270_052.wav,0
p225,p270,p225-p270/p225_053.wav,p270/p270_053.wav,0
p225,p270,p225-p270/p225_054.wav,p270/p270_054.wav,0
p225,p270,p225-p270/p225_056.wav,p270/p270_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_108.wav,1
p225,p225,p225/p225_052.wav,p225/p225_150.wav,1
p225,p225,p225/p225_053.wav,p225/p225_111.wav,1
p225,p225,p225/p225_054.wav,p225/p225_092.wav,1
p225,p225,p225/p225_056.wav,p225/p225_322.wav,1
p225,p273,p225-p273/p225_051.wav,p273/p273_051.wav,0
p225,p273,p225-p273/p225_052.wav,p273/p273_052.wav,0
p225,p273,p225-p273/p225_053.wav,p273/p273_053.wav,0
p225,p273,p225-p273/p225_054.wav,p273/p273_054.wav,0
p225,p273,p225-p273/p225_056.wav,p273/p273_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_065.wav,1
p225,p225,p225/p225_052.wav,p225/p225_121.wav,1
p225,p225,p225/p225_053.wav,p225/p225_092.wav,1
p225,p225,p225/p225_054.wav,p225/p225_053.wav,1
p225,p225,p225/p225_056.wav,p225/p225_308.wav,1
p225,p274,p225-p274/p225_051.wav,p274/p274_051.wav,0
p225,p274,p225-p274/p225_052.wav,p274/p274_052.wav,0
p225,p274,p225-p274/p225_053.wav,p274/p274_053.wav,0
p225,p274,p225-p274/p225_054.wav,p274/p274_054.wav,0
p225,p274,p225-p274/p225_056.wav,p274/p274_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_279.wav,1
p225,p225,p225/p225_052.wav,p225/p225_275.wav,1
p225,p225,p225/p225_053.wav,p225/p225_324.wav,1
p225,p225,p225/p225_054.wav,p225/p225_039.wav,1
p225,p225,p225/p225_056.wav,p225/p225_172.wav,1
p225,p276,p225-p276/p225_051.wav,p276/p276_051.wav,0
p225,p276,p225-p276/p225_052.wav,p276/p276_052.wav,0
p225,p276,p225-p276/p225_053.wav,p276/p276_053.wav,0
p225,p276,p225-p276/p225_054.wav,p276/p276_054.wav,0
p225,p276,p225-p276/p225_056.wav,p276/p276_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_060.wav,1
p225,p225,p225/p225_052.wav,p225/p225_265.wav,1
p225,p225,p225/p225_053.wav,p225/p225_027.wav,1
p225,p225,p225/p225_054.wav,p225/p225_071.wav,1
p225,p225,p225/p225_056.wav,p225/p225_070.wav,1
p225,p277,p225-p277/p225_051.wav,p277/p277_051.wav,0
p225,p277,p225-p277/p225_052.wav,p277/p277_052.wav,0
p225,p277,p225-p277/p225_053.wav,p277/p277_053.wav,0
p225,p277,p225-p277/p225_054.wav,p277/p277_054.wav,0
p225,p277,p225-p277/p225_056.wav,p277/p277_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_152.wav,1
p225,p225,p225/p225_052.wav,p225/p225_141.wav,1
p225,p225,p225/p225_053.wav,p225/p225_281.wav,1
p225,p225,p225/p225_054.wav,p225/p225_293.wav,1
p225,p225,p225/p225_056.wav,p225/p225_237.wav,1
p225,p278,p225-p278/p225_051.wav,p278/p278_051.wav,0
p225,p278,p225-p278/p225_052.wav,p278/p278_052.wav,0
p225,p278,p225-p278/p225_053.wav,p278/p278_053.wav,0
p225,p278,p225-p278/p225_054.wav,p278/p278_054.wav,0
p225,p278,p225-p278/p225_056.wav,p278/p278_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_179.wav,1
p225,p225,p225/p225_052.wav,p225/p225_039.wav,1
p225,p225,p225/p225_053.wav,p225/p225_028.wav,1
p225,p225,p225/p225_054.wav,p225/p225_158.wav,1
p225,p225,p225/p225_056.wav,p225/p225_086.wav,1
p225,p279,p225-p279/p225_051.wav,p279/p279_051.wav,0
p225,p279,p225-p279/p225_052.wav,p279/p279_052.wav,0
p225,p279,p225-p279/p225_053.wav,p279/p279_053.wav,0
p225,p279,p225-p279/p225_054.wav,p279/p279_054.wav,0
p225,p279,p225-p279/p225_056.wav,p279/p279_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_280.wav,1
p225,p225,p225/p225_052.wav,p225/p225_268.wav,1
p225,p225,p225/p225_053.wav,p225/p225_258.wav,1
p225,p225,p225/p225_054.wav,p225/p225_238.wav,1
p225,p225,p225/p225_056.wav,p225/p225_317.wav,1
p225,p282,p225-p282/p225_051.wav,p282/p282_051.wav,0
p225,p282,p225-p282/p225_052.wav,p282/p282_052.wav,0
p225,p282,p225-p282/p225_053.wav,p282/p282_053.wav,0
p225,p282,p225-p282/p225_054.wav,p282/p282_054.wav,0
p225,p282,p225-p282/p225_056.wav,p282/p282_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_150.wav,1
p225,p225,p225/p225_052.wav,p225/p225_365.wav,1
p225,p225,p225/p225_053.wav,p225/p225_038.wav,1
p225,p225,p225/p225_054.wav,p225/p225_192.wav,1
p225,p225,p225/p225_056.wav,p225/p225_330.wav,1
p225,p286,p225-p286/p225_051.wav,p286/p286_051.wav,0
p225,p286,p225-p286/p225_052.wav,p286/p286_052.wav,0
p225,p286,p225-p286/p225_053.wav,p286/p286_053.wav,0
p225,p286,p225-p286/p225_054.wav,p286/p286_054.wav,0
p225,p286,p225-p286/p225_056.wav,p286/p286_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_346.wav,1
p225,p225,p225/p225_052.wav,p225/p225_083.wav,1
p225,p225,p225/p225_053.wav,p225/p225_135.wav,1
p225,p225,p225/p225_054.wav,p225/p225_211.wav,1
p225,p225,p225/p225_056.wav,p225/p225_118.wav,1
p225,p287,p225-p287/p225_051.wav,p287/p287_051.wav,0
p225,p287,p225-p287/p225_052.wav,p287/p287_052.wav,0
p225,p287,p225-p287/p225_053.wav,p287/p287_053.wav,0
p225,p287,p225-p287/p225_054.wav,p287/p287_054.wav,0
p225,p287,p225-p287/p225_056.wav,p287/p287_056.wav,0
p225,p225,p225/p225_051.wav,p225/p225_211.wav,1
p225,p225,p225/p225_052.wav,p225/p225_290.wav,1
p225,p225,p225/p225_053.wav,p225/p225_124.wav,1
p225,p225,p225/p225_054.wav,p225/p225_176.wav,1
p225,p225,p225/p225_056.wav,p225/p225_127.wav,1
p226,p225,p226-p225/p226_051.wav,p225/p225_051.wav,0
p226,p225,p226-p225/p226_052.wav,p225/p225_052.wav,0
p226,p225,p226-p225/p226_053.wav,p225/p225_053.wav,0
p226,p225,p226-p225/p226_054.wav,p225/p225_054.wav,0
p226,p225,p226-p225/p226_056.wav,p225/p225_056.wav,0
p226,p226,p226/p226_050.wav,p226/p226_344.wav,1
p226,p226,p226/p226_051.wav,p226/p226_180.wav,1
p226,p226,p226/p226_052.wav,p226/p226_257.wav,1
p226,p226,p226/p226_053.wav,p226/p226_135.wav,1
p226,p226,p226/p226_054.wav,p226/p226_369.wav,1
p226,p227,p226-p227/p226_050.wav,p227/p227_050.wav,0
p226,p227,p226-p227/p226_051.wav,p227/p227_051.wav,0
p226,p227,p226-p227/p226_052.wav,p227/p227_052.wav,0
p226,p227,p226-p227/p226_053.wav,p227/p227_053.wav,0
p226,p227,p226-p227/p226_054.wav,p227/p227_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_215.wav,1
p226,p226,p226/p226_051.wav,p226/p226_255.wav,1
p226,p226,p226/p226_052.wav,p226/p226_047.wav,1
p226,p226,p226/p226_053.wav,p226/p226_198.wav,1
p226,p226,p226/p226_054.wav,p226/p226_240.wav,1
p226,p228,p226-p228/p226_050.wav,p228/p228_050.wav,0
p226,p228,p226-p228/p226_051.wav,p228/p228_051.wav,0
p226,p228,p226-p228/p226_052.wav,p228/p228_052.wav,0
p226,p228,p226-p228/p226_053.wav,p228/p228_053.wav,0
p226,p228,p226-p228/p226_054.wav,p228/p228_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_273.wav,1
p226,p226,p226/p226_051.wav,p226/p226_072.wav,1
p226,p226,p226/p226_052.wav,p226/p226_063.wav,1
p226,p226,p226/p226_053.wav,p226/p226_051.wav,1
p226,p226,p226/p226_054.wav,p226/p226_348.wav,1
p226,p229,p226-p229/p226_050.wav,p229/p229_050.wav,0
p226,p229,p226-p229/p226_051.wav,p229/p229_051.wav,0
p226,p229,p226-p229/p226_052.wav,p229/p229_052.wav,0
p226,p229,p226-p229/p226_053.wav,p229/p229_053.wav,0
p226,p229,p226-p229/p226_054.wav,p229/p229_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_028.wav,1
p226,p226,p226/p226_051.wav,p226/p226_191.wav,1
p226,p226,p226/p226_052.wav,p226/p226_128.wav,1
p226,p226,p226/p226_053.wav,p226/p226_268.wav,1
p226,p226,p226/p226_054.wav,p226/p226_287.wav,1
p226,p230,p226-p230/p226_050.wav,p230/p230_050.wav,0
p226,p230,p226-p230/p226_051.wav,p230/p230_051.wav,0
p226,p230,p226-p230/p226_052.wav,p230/p230_052.wav,0
p226,p230,p226-p230/p226_053.wav,p230/p230_053.wav,0
p226,p230,p226-p230/p226_054.wav,p230/p230_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_324.wav,1
p226,p226,p226/p226_051.wav,p226/p226_236.wav,1
p226,p226,p226/p226_052.wav,p226/p226_206.wav,1
p226,p226,p226/p226_053.wav,p226/p226_059.wav,1
p226,p226,p226/p226_054.wav,p226/p226_183.wav,1
p226,p231,p226-p231/p226_050.wav,p231/p231_050.wav,0
p226,p231,p226-p231/p226_051.wav,p231/p231_051.wav,0
p226,p231,p226-p231/p226_052.wav,p231/p231_052.wav,0
p226,p231,p226-p231/p226_053.wav,p231/p231_053.wav,0
p226,p231,p226-p231/p226_054.wav,p231/p231_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_311.wav,1
p226,p226,p226/p226_051.wav,p226/p226_260.wav,1
p226,p226,p226/p226_052.wav,p226/p226_100.wav,1
p226,p226,p226/p226_053.wav,p226/p226_105.wav,1
p226,p226,p226/p226_054.wav,p226/p226_086.wav,1
p226,p232,p226-p232/p226_050.wav,p232/p232_050.wav,0
p226,p232,p226-p232/p226_051.wav,p232/p232_051.wav,0
p226,p232,p226-p232/p226_052.wav,p232/p232_052.wav,0
p226,p232,p226-p232/p226_053.wav,p232/p232_053.wav,0
p226,p232,p226-p232/p226_054.wav,p232/p232_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_225.wav,1
p226,p226,p226/p226_051.wav,p226/p226_110.wav,1
p226,p226,p226/p226_052.wav,p226/p226_142.wav,1
p226,p226,p226/p226_053.wav,p226/p226_192.wav,1
p226,p226,p226/p226_054.wav,p226/p226_190.wav,1
p226,p233,p226-p233/p226_050.wav,p233/p233_050.wav,0
p226,p233,p226-p233/p226_051.wav,p233/p233_051.wav,0
p226,p233,p226-p233/p226_052.wav,p233/p233_052.wav,0
p226,p233,p226-p233/p226_053.wav,p233/p233_053.wav,0
p226,p233,p226-p233/p226_054.wav,p233/p233_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_349.wav,1
p226,p226,p226/p226_051.wav,p226/p226_235.wav,1
p226,p226,p226/p226_052.wav,p226/p226_183.wav,1
p226,p226,p226/p226_053.wav,p226/p226_045.wav,1
p226,p226,p226/p226_054.wav,p226/p226_213.wav,1
p226,p239,p226-p239/p226_050.wav,p239/p239_050.wav,0
p226,p239,p226-p239/p226_051.wav,p239/p239_051.wav,0
p226,p239,p226-p239/p226_052.wav,p239/p239_052.wav,0
p226,p239,p226-p239/p226_053.wav,p239/p239_053.wav,0
p226,p239,p226-p239/p226_054.wav,p239/p239_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_095.wav,1
p226,p226,p226/p226_051.wav,p226/p226_079.wav,1
p226,p226,p226/p226_052.wav,p226/p226_220.wav,1
p226,p226,p226/p226_053.wav,p226/p226_292.wav,1
p226,p226,p226/p226_054.wav,p226/p226_264.wav,1
p226,p240,p226-p240/p226_050.wav,p240/p240_050.wav,0
p226,p240,p226-p240/p226_051.wav,p240/p240_051.wav,0
p226,p240,p226-p240/p226_052.wav,p240/p240_052.wav,0
p226,p240,p226-p240/p226_053.wav,p240/p240_053.wav,0
p226,p240,p226-p240/p226_054.wav,p240/p240_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_340.wav,1
p226,p226,p226/p226_051.wav,p226/p226_339.wav,1
p226,p226,p226/p226_052.wav,p226/p226_260.wav,1
p226,p226,p226/p226_053.wav,p226/p226_050.wav,1
p226,p226,p226/p226_054.wav,p226/p226_215.wav,1
p226,p243,p226-p243/p226_050.wav,p243/p243_050.wav,0
p226,p243,p226-p243/p226_051.wav,p243/p243_051.wav,0
p226,p243,p226-p243/p226_052.wav,p243/p243_052.wav,0
p226,p243,p226-p243/p226_053.wav,p243/p243_053.wav,0
p226,p243,p226-p243/p226_054.wav,p243/p243_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_314.wav,1
p226,p226,p226/p226_051.wav,p226/p226_186.wav,1
p226,p226,p226/p226_052.wav,p226/p226_096.wav,1
p226,p226,p226/p226_053.wav,p226/p226_201.wav,1
p226,p226,p226/p226_054.wav,p226/p226_115.wav,1
p226,p244,p226-p244/p226_050.wav,p244/p244_050.wav,0
p226,p244,p226-p244/p226_051.wav,p244/p244_051.wav,0
p226,p244,p226-p244/p226_052.wav,p244/p244_052.wav,0
p226,p244,p226-p244/p226_053.wav,p244/p244_053.wav,0
p226,p244,p226-p244/p226_054.wav,p244/p244_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_320.wav,1
p226,p226,p226/p226_051.wav,p226/p226_094.wav,1
p226,p226,p226/p226_052.wav,p226/p226_028.wav,1
p226,p226,p226/p226_053.wav,p226/p226_159.wav,1
p226,p226,p226/p226_054.wav,p226/p226_106.wav,1
p226,p250,p226-p250/p226_050.wav,p250/p250_050.wav,0
p226,p250,p226-p250/p226_051.wav,p250/p250_051.wav,0
p226,p250,p226-p250/p226_052.wav,p250/p250_052.wav,0
p226,p250,p226-p250/p226_053.wav,p250/p250_053.wav,0
p226,p250,p226-p250/p226_054.wav,p250/p250_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_073.wav,1
p226,p226,p226/p226_051.wav,p226/p226_286.wav,1
p226,p226,p226/p226_052.wav,p226/p226_227.wav,1
p226,p226,p226/p226_053.wav,p226/p226_064.wav,1
p226,p226,p226/p226_054.wav,p226/p226_212.wav,1
p226,p254,p226-p254/p226_050.wav,p254/p254_050.wav,0
p226,p254,p226-p254/p226_051.wav,p254/p254_051.wav,0
p226,p254,p226-p254/p226_052.wav,p254/p254_052.wav,0
p226,p254,p226-p254/p226_053.wav,p254/p254_053.wav,0
p226,p254,p226-p254/p226_054.wav,p254/p254_054.wav,0
p226,p226,p226/p226_050.wav,p226/p226_167.wav,1
p226,p226,p226/p226_051.wav,p226/p226_140.wav,1
p226,p226,p226/p226_052.wav,p226/p226_153.wav,1
p226,p226,p226/p226_053.wav,p226/p226_154.wav,1
p226,p226,p226/p226_054.wav,p226/p226_307.wav,1
p226,p256,p226-p256/p226_050.wav,p256/p256_050.wav,0
p226,p256,p226-p256/p226_051.wav,p256/p256_051.wav,0
p226,p256,p226-p256/p226_052.wav,p256/p256_052.wav,0
